keyword,score
líbal 1970,1.00
20/,1.00
ads,1.00
takte,1.00
jzsv,1.00
pů-,1.00
mste,1.00
190p,1.00
rub,1.00
mst,1.00
sako 1,1.00
roličku,1.00
1307 tihl,1.00
chrucimi,1.00
nýt,1.00
tiels,1.00
brna,1.00
0lo,1.00
oubfk 1953,1.00
př1,1.00
jakoš 1,1.00
sbfhajfeť,1.00
krovce,1.00
mostů,1.00
úseku,1.00
chocní,1.00
soud,1.00
litomylská,1.00
souvief,1.00
posoruhodnd,1.00
trulovou,1.00
cerektvici,1.00
xcký,1.00
tohuňovice,1.00
litomyäl,1.00
vyloušen,1.00
mosta,1.00
jemul,1.00
dobš,1.00
bažiním,1.00
čechách 1974,1.00
staveništi,1.00
pošty,1.00
musou,1.00
benina,1.00
alomky,1.00
1 dile,1.00
popisom,1.00
kurze,1.00
hostinekóho,1.00
-s 08,1.00
čechbožice,1.00
střenfeh,1.00
32 čechdch,1.00
1 vytéč,1.00
zelclnn,1.00
1-s,1.00
1 obratel,1.00
1-34,1.00
pere,1.00
vzb,1.00
vitř,1.00
r6-,1.00
tohey,1.00
dochovaná,1.00
5 posílel-,1.00
14-17,1.00
třepy,1.00
mfm_,1.00
pa__,1.00
tphs,1.00
1 jelin,1.00
ptejně 69,1.00
morst,1.00
s*2269,1.00
pro-269,1.00
zísobnie,1.00
64®,1.00
5*6,1.00
výsdoby,1.00
| 1,1.00
mjenalezen,1.00
yzntvetochvzadtat,1.00
414p,1.00
označenou,1.00
uvažoval,1.00
dolomeno,1.00
mäp,1.00
lutterer 1968,1.00
plasn,1.00
nov5j,1.00
0 slezekoplatěníckých,1.00
22p,1.00
vomiry,1.00
kamánků,1.00
tomtés,1.00
obtč,1.00
ulomeny,1.00
teca,1.00
mzd,1.00
vytd,1.00
tas,1.00
odsud,1.00
vystřepy,1.00
tmarea,1.00
čío,1.00
obtoč,1.00
pffsli,1.00
pffslí 83,1.00
0 str-,1.00
tčo,1.00
/32,1.00
stit 275,1.00
hest,1.00
slrl,1.00
llulně,1.00
vokolek,1.00
47/71,1.00
48/71,1.00
výakumy,1.00
šochách 1971,1.00
kaménků 106,1.00
lokalita,1.00
andmá,1.00
poukazuji,1.00
414 pozn,1.00
kopeo,1.00
vek,1.00
zgroveň,1.00
yfzd__det_-obr-tom_,1.00
kličky,1.00
30-14,1.00
30-18,1.00
30-24,1.00
30-10,1.00
30-13,1.00
30-19,1.00
30-20,1.00
30-22,1.00
evr,1.00
teoh,1.00
v2ed_dat_obz,1.00
romn,1.00
tžeme-l1,1.00
nyní,1.00
pokua,1.00
patrol 1958,1.00
13-14,1.00
nádoby,1.00
lei,1.00
dnen,1.00
týtě,1.00
destrukci,1.00
žechdch 1971,1.00
kostelem,1.00
fakter,1.00
takovouto,1.00
feky,1.00
sdn,1.00
ječnak,1.00
zámreken,1.00
hemanicemi,1.00
t/i 19668,1.00
tjä 1967,1.00
počítat,1.00
„odedfvna,1.00
moet,1.00
toužnou,1.00
celníku,1.00
5378/49,1.00
5379/49,1.00
ý-to,1.00
ters-,1.00
po-vzd_iyr__tech,1.00
_m2sdtt,1.00
po3n,1.00
otav,1.00
5 hroty/,1.00
1 pmtuhy,1.00
pntuhy,1.00
14v9,1.00
růä,1.00
střhn,1.00
cke,1.00
nlince,1.00
tinenč-,1.00
formule 15,1.00
pastviny,1.00
edd,1.00
kovský-friedrich,1.00
262/,1.00
int_,1.00
g2n,1.00
96-1,1.00
avoštice,1.00
ero,1.00
výlevka,1.00
ktě 280,1.00
vyeok 7,1.00
janovčky,1.00
l578,1.00
laz 106,1.00
2691/d,1.00
vytč,1.00
vrchy,1.00
mis_ba,1.00
jata,1.00
yeoké,1.00
5 0-5,1.00
2 -6,1.00
_balle,1.00
ádolí 107,1.00
mi1969,1.00
zopa 24,1.00
níbecin,1.00
tre-,1.00
jonita 6,1.00
31*17,1.00
31-19,1.00
31 31/,1.00
31*22,1.00
„benátky,1.00
eložka,1.00
máhová-fiala 1975,1.00
črnohorský 1957,1.00
matjka-štpánek-irth,1.00
winco,1.00
dory,1.00
ukcazují,1.00
vznčovio,1.00
zitomyšli,1.00
caml,1.00
zánrsk 109,1.00
„lleudor,1.00
„závesní,1.00
pažoutech,1.00
pažoutoch®,1.00
stx,1.00
pokračujo,1.00
poplužiny,1.00
sachovaly,1.00
žito,1.00
vtkav,1.00
20 otr,1.00
zámzsku,1.00
stojící,1.00
zámrsk,1.00
vypkytuje,1.00
lokalitě,1.00
„novalia,1.00
„zezvenice,1.00
ohzáník,1.00
vsi* 110,1.00
sfmy,1.00
balíček 19291930,1.00
nygrín 19481949,1.00
sedléčel 1931,1.00
2 materidlu,1.00
úvehas,1.00
yied,1.00
2 p*s2,1.00
rža,1.00
líny,1.00
otázka,1.00
paralelu,1.00
strunkovic,1.00
äel,1.00
vrbe-,1.00
totoäný,1.00
zdislavi,1.00
zázzaku,1.00
mědojít,1.00
hledati,1.00
opevnili,1.00
diskav 111,1.00
aper-,1.00
uže,1.00
štěpánov,1.00
zachyconá,1.00
valom,1.00
dia,1.00
cis,1.00
be_ne,1.00
p9_vz2,1.00
textem,1.00
„zdielav,1.00
bronz,1.00
otázkou,1.00
zéa,1.00
záušniceni,1.00
spracování,1.00
konárky,1.00
potn,1.00
23 mise,1.00
sruby,1.00
sudislav,1.00
svařen 374,1.00
vánice,1.00
vĺčkov,1.00
465 lo7,1.00
zádolí 466,1.00
1 nn,1.00
tojedlý 1903,1.00
novotný 1912,1.00
páta 1916,1.00
pekaf 1906,1.00
reichertová 1959,1.00
táš 1377,1.00
skružný 1364,1.00
+5% 1965,1.00
týž 1966,1.00
45% 196,1.00
18-21,1.00
šindk 1917,1.00
160-161,1.00
štěpánok 1965,1.00
wreat 1957,1.00
yyr,1.00
vokolek-tiel 1975,1.00
„zdislav,1.00
aložka,1.00
ovien,1.00
hoi,1.00
onfalen,1.00
úsek,1.00
trstenico,1.00
bohuňovi-,1.00
ob2asti,1.00
kouči 13,1.00
čmilauer 1970,1.00
„člupek,1.00
„vzšok,1.00
zhož 112,1.00
9 btr,1.00
zlodějskou,1.00
sloupníci,1.00
*l2,1.00
kravínem,1.00
y9tvr,1.00
p2f,1.00
„bogunouice,1.00
vysvětluje,1.00
latestru,1.00
vei/,1.00
říakého/,1.00
prokope,1.00
tvoří,1.00
prokop,1.00
bohuňovice 2,1.00
12-14,1.00
ponte,1.00
odvozuje,1.00
zelinke 1970,1.00
1211 £o1,1.00
lotm 1787,1.00
296/,1.00
sletuje,1.00
mep,1.00
plánů,1.00
30- 2,1.00
buhnňovíce 2,1.00
borkem,1.00
depot,1.00
anae,1.00
yový 1974,1.00
týká,1.00
2*6,1.00
neznámý,1.00
ened,1.00
výskytu,1.00
2*6*6,1.00
bohunovice,1.00
tent6ž 3,1.00
smyslu,1.00
akále,1.00
oral,1.00
výsotu,1.00
roku 1720,1.00
brendfsem,1.00
roku 1627,1.00
stanielavs,1.00
83-84,1.00
orlicforlik,1.00
127/69/,1.00
cibulka-sokol 1935,1.00
erteč,1.00
limpuším,1.00
/3vi/,1.00
<• 4,1.00
hun,1.00
bučina 5,1.00
pžed 1197,1.00
^x1^01,1.00
duchina,1.00
svdokc,1.00
elyzabeth,1.00
sui,1.00
iorašicemi,1.00
mošencem,1.00
týž 1969,1.00
mapy 58,1.00
najde,1.00
středočeskými,1.00
„zchumenské,1.00
světový,1.00
stranár,1.00
obory,1.00
jal,1.00
hospodsžilo,1.00
žitě,1.00
conty,1.00
57l,1.00
3 btáč,1.00
zdislav 112,1.00
zboř 472,1.00
2 rhrlí,1.00
1 cihlpoovytáč,1.00
odstavci 5,1.00
mině,1.00
ludislav 6,1.00
soušasnosti,1.00
skružný 1970,1.00
tol,1.00
nacvědčuje,1.00
uspořáání,1.00
vaává,1.00
jerovou,1.00
pere* 8,1.00
*167# 6,1.00
be_ve,1.00
y2r90h,1.00
v298,1.00
qbrzom,1.00
budisluv-zásicelí,1.00
399/7,1.00
súček 131,1.00
šedohučdé,1.00
131-50,1.00
hlazen,1.00
typickýui,1.00
strední,1.00
vytúčono,1.00
131*47,1.00
-92,1.00
*133,1.00
-155,1.00
-170,1.00
-190,1.00
*67,1.00
-86,1.00
-87,1.00
-106,1.00
-123,1.00
-128,1.00
-152,1.00
-162,1.00
-164,1.00
-165,1.00
-1731 177,1.00
-183,1.00
-186,1.00
-166a,1.00
-188,1.00
-197,1.00
-143,1.00
-146,1.00
-150,1.00
—184,1.00
*200,1.00
redéllto,1.00
kombinaci,1.00
132-17l,1.00
-13,1.00
-14,1.00
-16,1.00
-134,1.00
-175,1.00
l3l-8,1.00
i3i-29,1.00
-156,1.00
-168,1.00
l3l-169,1.00
131-1,1.00
-i2,1.00
—19,1.00
-37,1.00
-174,1.00
-196,1.00
131-2,1.00
—44,1.00
-48,1.00
—49,1.00
-56,1.00
-57,1.00
-63,1.00
—66,1.00
—68,1.00
-71,1.00
—72,1.00
—77,1.00
~76,1.00
—80,1.00
—82,1.00
-88,1.00
-90,1.00
—91,1.00
~93,1.00
-94,1.00
-944,1.00
-943,1.00
-96,1.00
-97,1.00
-105,1.00
—109,1.00
—110,1.00
—111,1.00
—112,1.00
—114,1.00
—115,1.00
—116,1.00
—217,1.00
-121,1.00
—122,1.00
—125,1.00
-126,1.00
-131,1.00
-i36,1.00
—142,1.00
-145,1.00
—147,1.00
—143,1.00
-149,1.00
—191,1.00
-153,1.00
-157,1.00
-158,1.00
-159,1.00
—160,1.00
—161,1.00
-1614,1.00
—163,1.00
—166,1.00
-176,1.00
—178,1.00
-179,1.00
-180,1.00
—1 1,1.00
—181a,1.00
—i92,1.00
—193,1.00
-194,1.00
—198,1.00
—199,1.00
—2 1,1.00
-202,1.00
131—5,1.00
—25,1.00
-27,1.00
—32,1.00
—33,1.00
**35,1.00
-40,1.00
-42,1.00
-46,1.00
—53,1.00
-54,1.00
-75,1.00
-99,1.00
-101,1.00
*1 1,1.00
-184,1.00
-185,1.00
-195,1.00
séček 132,1.00
bazva,1.00
bfložlutý,1.00
vypálenf,1.00
výzoba,1.00
132-2,1.00
-104,1.00
-151,1.00
-200,1.00
-305,1.00
-206,1.00
-208,1.00
-209,1.00
-210,1.00
-211,1.00
-12,1.00
-215,1.00
-216,1.00
-1s,1.00
-220,1.00
-221,1.00
-224,1.00
-228,1.00
-231,1.00
-232,1.00
-233,1.00
-234,1.00
-235,1.00
-236,1.00
-239,1.00
-243,1.00
-244,1.00
-247,1.00
-250,1.00
-252,1.00
-256,1.00
-258,1.00
-263,1.00
-268,1.00
-269,1.00
-301,1.00
-302,1.00
-166,1.00
-203,1.00
-207,1.00
-222,1.00
-225,1.00
-229,1.00
-2294,1.00
-238,1.00
-241,1.00
-246,1.00
-248,1.00
-255,1.00
-257,1.00
-264,1.00
-136,1.00
-223,1.00
-237,1.00
-260,1.00
-265,1.00
-300,1.00
adólko,1.00
132-230,1.00
-934,1.00
-303,1.00
-306,1.00
-307,1.00
-310,1.00
-311,1.00
-312,1.00
-313,1.00
-316,1.00
-322,1.00
-335,1.00
-336,1.00
-337,1.00
-338,1.00
-339,1.00
—343,1.00
-345,1.00
=346,1.00
-347,1.00
-349,1.00
-350,1.00
—351,1.00
-35ti,1.00
132 -305,1.00
-308,1.00
-320,1.00
-3473,1.00
-354,1.00
—355,1.00
-357,1.00
132—314,1.00
—34o,1.00
=352,1.00
—311,1.00
—312,1.00
—313,1.00
—324,1.00
-315,1.00
—316,1.00
—319,1.00
-340,1.00
-324,1.00
-326,1.00
—335,1.00
—336,1.00
—337,1.00
—338,1.00
—339,1.00
-341,1.00
•342,1.00
-343,1.00
-344,1.00
-346,1.00
•348,1.00
—349,1.00
-355,1.00
-3574,1.00
=359,1.00
-361,1.00
l32-1,1.00
-11,1.00
-§2,1.00
=54,1.00
-80,1.00
-83,1.00
-85,1.00
*103,1.00
-115,1.00
-118,1.00
—137,1.00
—144,1.00
-204,1.00
-227,1.00
-245,1.00
-249,1.00
-251,1.00
-254,1.00
-261,1.00
—202,1.00
—266,1.00
—304,1.00
—356,1.00
*117,1.00
-173,1.00
+184,1.00
-193,1.00
-317,1.00
sáček 133,1.00
cihlova,1.00
-187,1.00
-266,1.00
tjenenesou,1.00
tmavší,1.00
ostřeny,1.00
hlezen,1.00
*13,1.00
=33,1.00
—179,1.00
*12,1.00
*53,1.00
*55,1.00
*151,1.00
133-5,1.00
-21,1.00
—24,1.00
—26,1.00
—37,1.00
—39,1.00
—41,1.00
—46,1.00
-52,1.00
-171,1.00
-219,1.00
-242,1.00
133-16,1.00
radélko,1.00
133*34,1.00
*46,1.00
133*82,1.00
*65,1.00
-89,1.00
—92,1.00
-95,1.00
*97,1.00
=98,1.00
-110,1.00
žebírka,1.00
133-77,1.00
-106*,1.00
133*86,1.00
-93,1.00
-84,1.00
*36,1.00
—126,1.00
*152,1.00
-189,1.00
-213,1.00
-218,1.00
*220,1.00
*224,1.00
-230,1.00
-238b,1.00
-240,1.00
*247,1.00
*249,1.00
133*59,1.00
-127,1.00
-212,1.00
-217,1.00
sáček 134,1.00
erzve,1.00
hnädé,1.00
rezava,1.00
134-193,1.00
bfioělutý,1.00
134-31,1.00
134-351,1.00
ostřený,1.00
slidou,1.00
tatoriál,1.00
hlszen,1.00
zvonivá,1.00
mždy,1.00
—uč,1.00
-160,1.00
-169,1.00
*303,1.00
•316,1.00
-319,1.00
*321,1.00
-323,1.00
-328,1.00
*345,1.00
*352,1.00
-356,1.00
-144,1.00
•itl,1.00
-1 3,1.00
*197,1.00
-304,1.00
*314,1.00
-330,1.00
*331,1.00
-332,1.00
-333,1.00
*333,1.00
-34 7,1.00
stžopy,1.00
maximdlně,1.00
3 zýhami,1.00
134*26,1.00
*56,1.00
*57,1.00
*130,1.00
*142,1.00
*149,1.00
*155,1.00
*172,1.00
•177,1.00
*232,1.00
-262,1.00
*275,1.00
*311,1.00
--4,1.00
*325,1.00
*343,1.00
*344,1.00
-391,1.00
-395,1.00
radólko,1.00
*329,1.00
*337,1.00
134-202,1.00
329 kombinují,1.00
okzuší,1.00
jednouo,1.00
*263,1.00
134*114,1.00
-327,1.00
l34-359,1.00
*361,1.00
*362,1.00
*365,1.00
-370,1.00
*372,1.00
*375,1.00
*378,1.00
-382,1.00
-384,1.00
-386,1.00
-389,1.00
*394,1.00
134—371,1.00
~376,1.00
*379,1.00
*307,1.00
*355,1.00
*357,1.00
-365,1.00
*367,1.00
*384,1.00
*386,1.00
*390,1.00
*392,1.00
-392,1.00
*393,1.00
134*1,1.00
*14a,1.00
*17,1.00
*16,1.00
*27,1.00
*49,1.00
*58,1.00
*60,1.00
*64,1.00
*66,1.00
*68,1.00
*69,1.00
*71,1.00
*87,1.00
*94,1.00
*99,1.00
*107,1.00
*u5,1.00
-117,1.00
-122,1.00
*124,1.00
-135a,1.00
*141,1.00
—145,1.00
*147,1.00
*148,1.00
*150,1.00
*154,1.00
*159,1.00
-161,1.00
-163,1.00
*171,1.00
*176,1.00
-178,1.00
-182,1.00
*187,1.00
-191,1.00
*193,1.00
-199,1.00
*215,1.00
-215a,1.00
*216,1.00
*218,1.00
*226,1.00
*229,1.00
*231,1.00
*237,1.00
*239,1.00
*265,1.00
*274,1.00
*276,1.00
-278,1.00
-279,1.00
*293,1.00
•315,1.00
-318,1.00
*334,1.00
*335,1.00
*341,1.00
*342,1.00
-348,1.00
-396,1.00
134—67,1.00
—70,1.00
—121,1.00
—146,1.00
—219,1.00
*295,1.00
*296,1.00
*297,1.00
*298,1.00
*299,1.00
*301,1.00
lískán,1.00
chatu,1.00
ihned,1.00
porůznu,1.00
nejevily,1.00
rozložení,1.00
nějaké,1.00
7 úvod,1.00
rozloze,1.00
vztahem,1.00
považoval,1.00
nutné,1.00
výsledky,1.00
omlouvám,1.00
čtenářům,1.00
komplikaci,1.00
literaturu,1.00
citované,1.00
řečeno,1.00
resp,1.00
umístění,1.00
něm,1.00
mapách,1.00
řazeny,1.00
páro,1.00
stč,1.00
„oierkev,1.00
erkev,1.00
eož,1.00
boháč 1966,1.00
„bučinský,1.00
„zahradí,1.00
název,1.00
bráně,1.00
vycházela,1.00
vycházejfoí,1.00
žíkovice,1.00
chrém,1.00
jivěž,1.00
letopočtem 1567,1.00
heroutovi 1959,1.00
havlu,1.00
posvícení,1.00
havla,1.00
558p,1.00
zástavba,1.00
otáčela,1.00
kyú,1.00
zámraku,1.00
kzčma 7,1.00
uhlíky,1.00
zelinka,1.00
sbíhá,1.00
juskách,1.00
zjistilo,1.00
odhadují,1.00
osobně,1.00
pokládáš,1.00
užitečné,1.00
tova-,1.00
5 cg—,1.00
s1p1,1.00
výduti,1.00
ciblpovrchy,1.00
=61,1.00
=86,1.00
csrekvicen,1.00
povyp,1.00
86-129,1.00
86-131,1.00
-*32,1.00
-13b,1.00
*138,1.00
—141,1.00
-147,1.00
—148,1.00
-154,1.00
86-170,1.00
-177,1.00
*189,1.00
86*171,1.00
2 phtuhy,1.00
tmarezpovrohy,1.00
1 líné,1.00
86-231,1.00
zápaně,1.00
cíl-žs—ve—2—,1.00
81-3,1.00
6 lně,1.00
62 osík,1.00
případně,1.00
jsou-li,1.00
prá,1.00
stole 13,1.00
stole/,1.00
edici,1.00
avysvětlil,1.00
gdb,1.00
87*8,1.00
87*11,1.00
187*13,1.00
87*14,1.00
6 svěševytáč,1.00
1 svěäně,1.00
87-23,1.00
nerý 88,1.00
víc©,1.00
rom,1.00
88-11,1.00
pfítuhy,1.00
88-23,1.00
80-20,1.00
tmazezpovrchy,1.00
e8-28,1.00
=30,1.00
l21,1.00
podhrd- 11,1.00
sts 86,1.00
cihl-češe,1.00
106-14,1.00
106-16,1.00
3 toalet,1.00
1 bii,1.00
tmanezovrchy,1.00
106-23,1.00
studiu,1.00
inforunci,1.00
nalezišě,1.00
be—le,1.00
yxz,1.00
htis,1.00
3 c8,1.00
his 91,1.00
3 obtáb,1.00
ge 91,1.00
lcučuot,1.00
6erekla 7,1.00
telené 7,1.00
osadách,1.00
řekou,1.00
let 1610,1.00
rozložena,1.00
nim,1.00
přč,1.00
roku 1226,1.00
552$ 35,1.00
roku 1263,1.00
onařich,1.00
pojmenována,1.00
uvážíme-11,1.00
196a,1.00
lil,1.00
kosme,1.00
dvojtečkou,1.00
edic,1.00
stránku,1.00
text 1095,1.00
l293,1.00
držkem,1.00
bučiny,1.00
informace,1.00
uvedené,1.00
dpplněných,1.00
tereziánského,1.00
vrub,1.00
přidávám,1.00
vypovídají,1.00
pustinách,1.00
románský,1.00
208b-209a,1.00
označují,1.00
b^žíoí,1.00
statky,1.00
j124/48,1.00
3368/48,1.00
čistá,1.00
přikloněno,1.00
„lítý,1.00
litrbachy,1.00
čivtou,1.00
vystupujfcí,1.00
presienech 14,1.00
janné,1.00
„kirchenflvr,1.00
„prnnersteig,1.00
„schetzenwinkel,1.00
schatze,1.00
122/,1.00
-69-,1.00
dič,1.00
cdmviti,1.00
hunea,1.00
orientovaní,1.00
pšenici,1.00
šitu,1.00
ječmeni,1.00
zvěřině,1.00
sýru,1.00
yzhlecem,1.00
vef,1.00
z06 80,1.00
„corie,1.00
trstěnici,1.00
chmelfk,1.00
yez11,1.00
bzno,1.00
sohaller 1789,1.00
sommer 1637,1.00
pichter 1955,1.00
195p,1.00
„valu,1.00
usuzují,1.00
faktem,1.00
zůstává,1.00
preha,1.00
čimtá,1.00
sxzem,1.00
valen 9,1.00
pli,1.00
terese,1.00
jolle 1966,1.00
eventuelně,1.00
„ailvon,1.00
hovořící,1.00
uyseí,1.00
posorovaná,1.00
pletku,1.00
cítím,1.00
čietá,1.00
nepravid,1.00
terá 20,1.00
nanýv,1.00
příznivý,1.00
bezprostženě,1.00
setstavby,1.00
petrocinis,1.00
nemž,1.00
roce 1755,1.00
stzoně,1.00
nmž,1.00
koně,1.00
horpody,1.00
hijen,1.00
boštíkca,1.00
názvu,1.00
byužívána,1.00
pohřbům,1.00
zástavbou,1.00
284//,1.00
i23—,1.00
pol1,1.00
ymp,1.00
eecn,1.00
3 přfpí,1.00
h-hs 94,1.00
cílil,1.00
linerovrcbypäípí,1.00
vytač,1.00
2 cibl-žlupžápívytáč,1.00
124—12,1.00
yp_tve,1.00
eesh_y/ze,1.00
det_obr,1.00
vloľen,1.00
„vomíšine,1.00
zámrskam,1.00
dobříkovem,1.00
1009 siga,1.00
leních,1.00
nejmladší,1.00
399,0.00
414,0.00
1719,0.00
19401941,0.00
3347,0.00
735,0.00
330331,0.00
473,0.00
1398,0.00
1977,0.00
1993,0.00
126,0.00
148,0.00
118119,0.00
307308,0.00
102,0.00
1358,0.00
1 22,0.00
1278,0.00
1785,0.00
2295,0.00
139,0.00
142,0.00
2 1,0.00
220,0.00
2119,0.00
1 8,0.00
218,0.00
210,0.00
260,0.00
356,0.00
185,0.00
338,0.00
1973,0.00
1518,0.00
1790,0.00
1713,0.00
103,0.00
104,0.00
412,0.00
1252,0.00
342,0.00
2168,0.00
548,0.00
450,0.00
138,0.00
205,0.00
178 15,0.00
333,0.00
289,0.00
1226,0.00
1197,0.00
665,0.00
904,0.00
1112,0.00
1788,0.00
173175,0.00
363,0.00
364,0.00
222,0.00
270,0.00
271,0.00
278,0.00
27 9,0.00
2052,0.00
2518,0.00
1676,0.00
108,0.00
100,0.00
353,0.00
366,0.00
379,0.00
111,0.00
112,0.00
113,0.00
109,0.00
105,0.00
413,0.00
312,0.00
265,0.00
1186,0.00
404,0.00
424,0.00
1201,0.00
114,0.00
1959,0.00
3237,0.00
1464,0.00
1955,0.00
298,0.00
110,0.00
303,0.00
301,0.00
3334,0.00
137,0.00
1200,0.00
1314,0.00
293,0.00
1780,0.00
119,0.00
118,0.00
540,0.00
1841,0.00
476,0.00
124,0.00
133,0.00
2932,0.00
259,0.00
448,0.00
3233,0.00
1244,0.00
1661,0.00
170,0.00
974,0.00
677,0.00
1750,0.00
326,0.00
431945,0.00
300,0.00
1453,0.00
1 33,0.00
3 115,0.00
217,0.00
136,0.00
6 1989,0.00
183184,0.00
274,0.00
279,0.00
116,0.00
280,0.00
285,0.00
287,0.00
288,0.00
290,0.00
291,0.00
292,0.00
295,0.00
297,0.00
284,0.00
286,0.00
296,0.00
309,0.00
304,0.00
305,0.00
163,0.00
368,0.00
390,0.00
1 118,0.00
335,0.00
257,0.00
744,0.00
810,0.00
439,0.00
155,0.00
213,0.00
182,0.00
1130,0.00
375,0.00
1011,0.00
11001150,0.00
1972,0.00
128,0.00
372,0.00
552126,0.00
1263,0.00
144,0.00
192 8,0.00
5830,0.00
494,0.00
336,0.00
160,0.00
149,0.00
3015,0.00
120,0.00
42 122,0.00
121,0.00
106,0.00
2209,0.00
1 1,0.00
6 124,0.00
7 124,0.00
157,0.00
125,0.00
318,0.00
225,0.00
162,0.00
233,0.00
134,0.00
135,0.00
4143,0.00
139170,0.00
360,0.00
204205,0.00
802,0.00
1211 1,0.00
495,0.00
1 966,0.00
509,0.00
1700,0.00
837,0.00
1593,0.00
229,0.00
290122,0.00
2226,0.00
27 2,0.00
34 5,0.00
37 6,0.00
47 7,0.00
65 8,0.00
72 10,0.00
77 12,0.00
85 13,0.00
89 14,0.00
92 15,0.00
94 16,0.00
96 17,0.00
97 18,0.00
103 20,0.00
108 21,0.00
114 22,0.00
116 23,0.00
117,0.00
119 24,0.00
121 25,0.00
122,0.00
123,0.00
177,0.00
328384,0.00
171,0.00
190,0.00
1131,0.00
1140,0.00
469,0.00
382384,0.00
414416,0.00
1145,0.00
797,0.00
410,0.00
467,0.00
491,0.00
426,0.00
877,0.00
206,0.00
196,0.00
1160,0.00
11501166,0.00
003 1,0.00
1104,0.00
1199,0.00
474,0.00
371,0.00
272,0.00
267129,0.00
1225,0.00
289290,0.00
323,0.00
1231,0.00
5354,0.00
1234,0.00
240,0.00
1245,0.00
151152,0.00
387,0.00
2324,0.00
1260,0.00
127,0.00
343,0.00
347,0.00
352,0.00
1641,0.00
1978,0.00
2347,0.00
997,0.00
1511,0.00
166168,0.00
267269,0.00
1971,0.00
1300,0.00
1000,0.00
386,0.00
1 9,0.00
235,0.00
195,0.00
1907,0.00
295296,0.00
145,0.00
374,0.00
437,0.00
0 1,0.00
3 1,0.00
242,0.00
527,0.00
4 201,0.00
1 144,0.00
32 24,0.00
1366,0.00
1369,0.00
1346,0.00
1350,0.00
1455,0.00
1402,0.00
15003,0.00
369,0.00
1462,0.00
1500,0.00
355,0.00
1 157,0.00
209,0.00
1068,0.00
1796,0.00
1521,0.00
262,0.00
16319 263,0.00
08 1111,0.00
349,0.00
1255,0.00
164,0.00
440,0.00
268,0.00
2 166,0.00
6 166,0.00
4 166,0.00
5 167,0.00
2 168,0.00
3 168,0.00
1 44,0.00
2973,0.00
670,0.00
215,0.00
2131,0.00
2112,0.00
1240,0.00
328,0.00
376,0.00
23 1,0.00
216,0.00
399 1,0.00
1073,0.00
1349,0.00
1517,0.00
655,0.00
11 171,0.00
1974,0.00
230131,0.00
493,0.00
2641,0.00
1461,0.00
1495,0.00
250,0.00
1409,0.00
1783,0.00
183,0.00
324,0.00
153,0.00
1360,0.00
374375,0.00
1393,0.00
340341,0.00
245,0.00
521845,0.00
147,0.00
193,0.00
169,0.00
1 933,0.00
2 177,0.00
232,0.00
234,0.00
1777,0.00
5 3,0.00
1714,0.00
189 8,0.00
1361,0.00
191,0.00
1721 2,0.00
1246,0.00
2231,0.00
8 1,0.00
470,0.00
33413,0.00
460,0.00
461,0.00
471,0.00
1892,0.00
1307,0.00
204,0.00
219,0.00
1787,0.00
1524,0.00
570572,0.00
261,0.00
2274,0.00
1695,0.00
1166,0.00
227,0.00
154,0.00
140,0.00
1 2,0.00
214,0.00
5 7,0.00
341,0.00
311 100,0.00
2177,0.00
939,0.00
300301,0.00
1311,0.00
115,0.00
199,0.00
1969,0.00
3 26,0.00
125 27,0.00
129 28,0.00
130,0.00
133 29,0.00
134 30,0.00
139 32,0.00
142 143,0.00
145 34,0.00
151 35,0.00
152,0.00
153 36,0.00
157 37,0.00
158,0.00
159 38,0.00
168 40,0.00
176 44,0.00
223 46,0.00
225 47,0.00
226,0.00
235 50,0.00
239 51,0.00
240 52,0.00
241,0.00
246 53,0.00
194,0.00
1298,0.00
181,0.00
8 181,0.00
10 183,0.00
1 182,0.00
818,0.00
1022,0.00
189,0.00
18928,0.00
1003,0.00
958,0.00
2132,0.00
1913,0.00
1883,0.00
1879,0.00
6 62,0.00
1857,0.00
6 2,0.00
397,0.00
17 5,0.00
1751,0.00
1758,0.00
9 193,0.00
3 193,0.00
2 196,0.00
1 161,0.00
299 8,0.00
161,0.00
480,0.00
482,0.00
1654,0.00
2953,0.00
18711873,0.00
20 22,0.00
12529,0.00
345,0.00
191 10,0.00
8 1973,0.00
1928,0.00
212,0.00
360302,0.00
244,0.00
173,0.00
167,0.00
8 81,0.00
3 8,0.00
168 169,0.00
29012021,0.00
552,0.00
4 297,0.00
8 206,0.00
1633,0.00
332,0.00
434,0.00
451,0.00
211,0.00
251,0.00
1117,0.00
1120,0.00
17582,0.00
269,0.00
340,0.00
1207,0.00
1724,0.00
31 6,0.00
22012,0.00
400,0.00
4 6,0.00
549,0.00
41517,0.00
1712,0.00
1542,0.00
1344,0.00
1386,0.00
1394,0.00
1575,0.00
1804,0.00
1843,0.00
2154,0.00
1708,0.00
1545,0.00
223,0.00
1935,0.00
339,0.00
367,0.00
377,0.00
378,0.00
361,0.00
382,0.00
383,0.00
385,0.00
387388,0.00
389391,0.00
1028,0.00
907,0.00
107108,0.00
657,0.00
131,0.00
351 82,0.00
1250,0.00
354,0.00
7980,0.00
1720,0.00
56 5,0.00
294,0.00
310,0.00
311,0.00
315320,0.00
1819,0.00
357,0.00
383 390,0.00
391,0.00
405,0.00
407,0.00
1417,0.00
256,0.00
